oldname,split,newname,casename
01_Phares_en_Crete_Arret.pdf,odd-english,PCIJ_AB_71_LighthousesCreteSamos_FRA_GRC_1937-10-08_JUD_01_ME_00_BI.pdf,Lighthouses in Crete and Samos
02_Phares_en_Crete_Opinion_Hurst.pdf,even-english,PCIJ_AB_71_LighthousesCreteSamos_FRA_GRC_1937-10-08_JUD_01_ME_01_BI.pdf,Lighthouses in Crete and Samos
03_Phares_en_Crete_Opinion_Eysinga.pdf,even-english,PCIJ_AB_71_LighthousesCreteSamos_FRA_GRC_1937-10-08_JUD_01_ME_02_BI.pdf,Lighthouses in Crete and Samos
04_Phares_en_Crete_Opinion_Hudson.pdf,even-english,PCIJ_AB_71_LighthousesCreteSamos_FRA_GRC_1937-10-08_JUD_01_ME_03_BI.pdf,Lighthouses in Crete and Samos
05_Phares_en_Crete_Opinion_Seferiades.pdf,even-english,PCIJ_AB_71_LighthousesCreteSamos_FRA_GRC_1937-10-08_JUD_01_ME_04_BI.pdf,Lighthouses in Crete and Samos
06_Phares_en_Crete_Annexe.pdf,even-english,PCIJ_AB_71_LighthousesCreteSamos_FRA_GRC_1937-10-08_ANX_01_NA_NA_BI.pdf,Lighthouses in Crete and Samos
01_Borchgrave_exceptions_preliminaires_Arret.pdf,odd-english,PCIJ_AB_72_Borchgrave_BEL_ESP_1937-11-06_JUD_01_PO_00_BI.pdf,Borchgrave (Preliminary Objections)
02_Borchgrave_exceptions_preliminaires_Ordonnance_19371106.pdf,even-english,PCIJ_AB_72_Borchgrave_BEL_ESP_1937-11-06_ORD_01_TL_00_BI.pdf,Borchgrave (Preliminary Objections)
03_Borchgrave_exceptions_preliminaires_Annexe.pdf,even-english,PCIJ_AB_72_Borchgrave_BEL_ESP_1937-11-06_ANX_01_NA_NA_BI.pdf,Borchgrave (Preliminary Objections)
Borchgrave_ordonnance_19380430.pdf,odd-english,PCIJ_AB_73_Borchgrave_BEL_ESP_1938-04-30_ORD_01_DI_00_BI.pdf,Borchgrave (Discontinuance)
01_Phosphates_du_Maroc_Arret.pdf,odd-english,PCIJ_AB_74_PhosphatesMarocco_ITA_FRA_1938-06-14_JUD_01_PO_00_BI.pdf,Phosphates in Morocco
02_Phosphates_du_Maroc_Opinion_Eysinga.pdf,even-english,PCIJ_AB_74_PhosphatesMarocco_ITA_FRA_1938-06-14_JUD_01_PO_01_BI.pdf,Phosphates in Morocco
03_Phosphates_du_Maroc_Opinion_Tien_Hsi.pdf,even-english,PCIJ_AB_74_PhosphatesMarocco_ITA_FRA_1938-06-14_JUD_01_PO_02_BI.pdf,Phosphates in Morocco
04_Phosphates_du_Maroc_Annexe.pdf,even-english,PCIJ_AB_74_PhosphatesMarocco_ITA_FRA_1938-06-14_ANX_01_NA_NA_BI.pdf,Phosphates in Morocco
Panevezys-Saldutiskis_exceptions_preliminaires_ordonnance_19380630.pdf,odd-english,PCIJ_AB_75_PanevezysSaldutiskisRailway_EST_LTU_1938-06-30_ORD_01_PO_00_BI.pdf,Panevezys-Saldutiskis Railway (Preliminary Objections)
01_Panevezys-Saldutiskis_Arret.pdf,odd-english,PCIJ_AB_76_PanevezysSaldutiskisRailway_EST_LTU_1939-02-28_JUD_01_ME_00_BI.pdf,Panevezys-Saldutiskis Railway (Merits)
02_Panevezys-Saldutiskis_Opinion_commune.pdf,even-english,PCIJ_AB_76_PanevezysSaldutiskisRailway_EST_LTU_1939-02-28_JUD_01_ME_01_BI.pdf,Panevezys-Saldutiskis Railway (Merits)
03_Panevezys-Saldutiskis_Opinion_Eysinga.pdf,even-english,PCIJ_AB_76_PanevezysSaldutiskisRailway_EST_LTU_1939-02-28_JUD_01_ME_02_BI.pdf,Panevezys-Saldutiskis Railway (Merits)
04_Panevezys-Saldutiskis_Opinion_Hudson.pdf,even-english,PCIJ_AB_76_PanevezysSaldutiskisRailway_EST_LTU_1939-02-28_JUD_01_ME_03_BI.pdf,Panevezys-Saldutiskis Railway (Merits)
05_Panevezys-Saldutiskis_Opinion_Erich.pdf,even-english,PCIJ_AB_76_PanevezysSaldutiskisRailway_EST_LTU_1939-02-28_JUD_01_ME_04_BI.pdf,Panevezys-Saldutiskis Railway (Merits)
06_Panevezys-Saldutiskis_Annexe.pdf,even-english,PCIJ_AB_76_PanevezysSaldutiskisRailway_EST_LTU_1939-02-28_ANX_01_NA_NA_BI.pdf,Panevezys-Saldutiskis Railway (Merits)
01_Compagnie_d_electricite_de_Sofia_Arret.pdf,odd-english,PCIJ_AB_77_ElectricityCompanySofiaBulgaria_BEL_BGR_1939-04-04_JUD_01_PO_00_BI.pdf,Electricity Company of Sofia and Bulgaria (Preliminary Objections)
02_Compagnie_d_electricite_de_Sofia_Opinion_Anzilotti.pdf,even-english,PCIJ_AB_77_ElectricityCompanySofiaBulgaria_BEL_BGR_1939-04-04_JUD_01_PO_01_BI.pdf,Electricity Company of Sofia and Bulgaria (Preliminary Objections)
03_Compagnie_d_electricite_de_Sofia_Opinion_Urrutia.pdf,even-english,PCIJ_AB_77_ElectricityCompanySofiaBulgaria_BEL_BGR_1939-04-04_JUD_01_PO_02_BI.pdf,Electricity Company of Sofia and Bulgaria (Preliminary Objections)
04_Compagnie_d_electricite_de_Sofia_Opinion_Eysinga.pdf,even-english,PCIJ_AB_77_ElectricityCompanySofiaBulgaria_BEL_BGR_1939-04-04_JUD_01_PO_03_BI.pdf,Electricity Company of Sofia and Bulgaria (Preliminary Objections)
05_Compagnie_d_electricite_de_Sofia_Opinion_Hudson.pdf,even-english,PCIJ_AB_77_ElectricityCompanySofiaBulgaria_BEL_BGR_1939-04-04_JUD_01_PO_04_BI.pdf,Electricity Company of Sofia and Bulgaria (Preliminary Objections)
06_Compagnie_d_electricite_de_Sofia_Opinion_de_Visscher.pdf,even-english,PCIJ_AB_77_ElectricityCompanySofiaBulgaria_BEL_BGR_1939-04-04_JUD_01_PO_05_BI.pdf,Electricity Company of Sofia and Bulgaria (Preliminary Objections)
07_Compagnie_d_electricite_de_Sofia_Opinion_Erich.pdf,even-english,PCIJ_AB_77_ElectricityCompanySofiaBulgaria_BEL_BGR_1939-04-04_JUD_01_PO_06_BI.pdf,Electricity Company of Sofia and Bulgaria (Preliminary Objections)
